pwsid,Name,population,service_connections,state_classification,activity_status_cd,regulating_agency,carceral_sys,count_of_viols_over5yrs_mcl,count_of_viols_over5yrs_mon,binary_viol_over5yrs_mcl,binary_viol_over5yrs_mon
CA5000494,TDS CALIFORNIA,30,1,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,1,0,1
CA5000498,GOLDEN STATE PFT PROPERTIES LLC,35,1,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,5,0,1,0
CA5000499,"RATTO BROS, INC",100,2,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,2,0,1,0
CA5000500,KINGDOM HALL JEHOVAH WITNESS,100,1,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000501,RIVER OAKS/KINGDOM HALL,500,1,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000502,RESENDIZ FRUIT BARN,25,4,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000503,OAKDALE CHEESE & SPECIALTIES,25,2,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000505,COUNTRY STORE WATER SYSTEM,25,2,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000507,GURUDWARA GURU NANAK SAHIB,109,1,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000509,"BURCHELL NURSERY, INC",25,14,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000512,SIKH TEMPLE MODESTO-CERES,97,3,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000516,COVENANT GROVE CHURCH,300,2,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000517,"KIERNAN/MCHENRY WATER COMPANY, INC",25,3,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000525,OASIS MARKET,25,1,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,4,0,1,0
CA5000527,CALIFORNIA NUT COMPANY,30,2,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000529,WEST COAST SAND & GRAVEL,25,1,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000530,"FRAZIER NUT FARMS, INC.",64,2,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,4,0,1,0
CA5000532,GRACE COMMUNITY CHRISTIAN CHURCH,160,2,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000535,CHARITY WAY WATER SYSTEM,25,10,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000536,PENTECOST PROPERTIES WATER SYSTEM,25,1,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000538,MODESTO CHRISTIAN CENTER (WATERSYSTEM),25,1,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000547,KEYES 76 (WATER SYSTEM),25,2,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000548,MONTPELIER ORCHARDS (WATER),25,3,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,1,0,1
CA5000551,BEL PASSI BASEBALL,25,1,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000552,KIERNAN BUSINESS CENTER,120,18,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000555,FRESH POINT (PIRANHA PRODUCE),26,2,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000557,VILLAGE FOOD MART WATER SYSTEM,25,4,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000562,LOS INDIOS WATER SYSTEM,25,4,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000563,ELKS LODGE 1282,25,2,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000565,STERLING INDUSTRIAL,35,45,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,1,0,1
CA5000568,GREGORI HIGH SCHOOL,2000,9,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000571,WATERFORD SPORTSMEN'S CLUB,25,40,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000573,5033 PENTECOST,302,2,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000574,EASTIN,26,10,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,4,0,1,0
CA5000577,WESTLEY PROPERTY LLC,25,1,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000578,TURLOCK SPORTSMAN'S CLUB,32,2,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000579,FOSTER FARMS #5,26,10,COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000580,GROVER LANDSCAPE WATER SYSTEM,125,2,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000581,PIONEER EQUINE HOSPITAL WATER SYSTEM,25,1,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000582,JOE'S FOOD MART WATER SYSTEM,26,1,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000583,SALIDA HULLING ASSOCIATION WATER SYSTEM,25,3,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000584,MESA ELEMENTARY SCHOOL,860,5,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000585,FISHER NUT,25,2,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000586,CALIFORNIA TRANSPLANTS LLC,25,1,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000588,AT&T WATER SYSTEM,80,3,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000590,CEBRO FROZEN FOODS (EH),25,3,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000592,MID VALLEY AG,25,2,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000593,RBVON,50,2,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000595,LANDER VETERINARY CLINIC,27,1,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000596,GROWERS DIRECT NUT COMPANY,25,5,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5010005,CITY OF MODESTO - SALIDA,14537,4417,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA5010006,CITY OF WATERFORD,8788,2174,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA5010007,HILLSVIEW HOMES,887,230,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA5010008,"HUGHSON, CITY OF",7481,2329,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,4,0,1,0
CA5010009,KEYES COMMUNITY SERVICES DIST.,5672,1477,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,1,0,1,0
CA5010010,"MODESTO, CITY OF",218771,70793,COMMUNITY,A ,DISTRICT 10 - STOCKTON,nonexclusive_carceral,0,0,0,0
CA5010013,CITY OF NEWMAN-WATER DEPARTMENT,12207,3572,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,1,0,1
CA5010014,"OAKDALE, CITY OF",23235,8335,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA5010017,"PATTERSON, CITY OF",23304,7367,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA5010018,"RIVERBANK, CITY OF",24834,7457,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,1,0,1,0
CA5010019,"TURLOCK, CITY OF",72682,19716,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA5010021,DENAIR COMMUNITY SERVICES DISTRICT,5090,1711,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA5010023,CITY OF MODESTO - SOUTH TURLOCK,1099,336,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA5010026,WATERFORD - HICKMAN,597,183,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA5010028,"CERES, CITY OF",54513,11881,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA5010029,CITY OF MODESTO - DEL RIO,1327,407,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA5010031,CITY OF MODESTO - WALNUT MANOR,175,54,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA5010033,CITY OF MODESTO - GRAYSON,914,278,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA5010034,CITY OF MODESTO - NORTH TURLOCK,172,52,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA5010035,CITY OF MODESTO - CENTRAL TURLOCK,119,36,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA5010039,WESTERN HILLS WATER DISTRICT/DIABLO GRAN,2000,596,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA5010042,WATERFORD-RIVER POINTE,1079,339,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA5010043,STANISLAUS REGIONAL WATER AUTHORITY,0,3,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA5010044,JENNINGS WWTP,30,3,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA5100107,GOLDEN STATE WATER CO. - ROBBINS,205,86,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,2,2,1,1
CA5100112,TIERRA BUENA MHP #1,50,17,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,1,0,1,0
CA5100117,NATIONAL AMERICAN CORP. LP-LAKE MINDEN,1065,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA5100125,HARMONY VILLAGE,25,1,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,1,0,1
CA5101009,WILDEWOOD EAST MUTUAL,350,48,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA5102025,YUBA APARTMENT HOMES,40,13,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA5103335,LIVE OAK CHILD CARE CENTER,108,2,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA5105004,"SYSCO FOOD SERVICES OF SACRAMENTO, INC.",300,1,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,1,0,1
CA5110001,CITY OF LIVE OAK,9285,2503,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA5110002,CITY OF YUBA CITY,70256,19116,COMMUNITY,A ,DISTRICT 21 - VALLEY,nonexclusive_carceral,0,0,0,0
CA5110007,SUTTER COMMUNITY S.D.,2904,1146,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA5200007,HOWELL'S LAKESIDE WATER CO.,75,55,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,1,0,1
CA5200008,BREESE SUBDIVISION 2,75,30,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,1,0,1
CA5200010,WOODSON BRIDGE RV PARK,45,46,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200012,VISTA GRANDE WATER SYSTEM,468,134,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200013,WOMACK SUBDIVISION M.W.C.,40,16,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200014,WILSON ACRES MUTUAL WATER,75,28,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,1,0,1
CA5200255,CORNING RV PARK,112,40,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200500,REEDS CREEK ESTATES,70,25,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200502,LAS FLORES WATER WORKS,191,54,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200503,MINERAL COUNTY WATER DISTRICT,634,192,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA5200504,CITY OF TEHAMA,483,203,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA5200508,RIO VISTA MOBILE HOME PARK,543,195,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200510,RIVER RANCH MOBILE HOME PARK,305,109,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,1,0,1
CA5200512,BEND MOBILEHOME & RV PARK,99,42,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200514,GOLDEN ACRES TRAILER PARK,45,16,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200521,ANTELOPE CREEK MHP,175,60,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200526,HIDDEN HARBOR MARINA & RVP,70,70,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,3,0,1
CA5200527,HUNTER'S FISHING RESORT,50,47,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200531,RIVERSIDE CROSSING MHP,104,40,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,1,0,1
CA5200534,PASKENTA COMM. SERVICES DIST.,237,72,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,1,0,1
CA5200535,LIVE OAK ACRES MWC INC.,80,40,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200538,LASSEN VIEW UNION ELEMENTARY SCHOOL DIST,350,4,NON-TRANSIENT NON-COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200539,FRIENDLY ACRES MHP,75,51,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200545,MODERN VILLAGE MWC,85,19,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200546,NEW MEADOWS,70,24,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,4,0,1
CA5200547,GATEWAY MOBILE HOME PARK,103,32,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200548,LASSEN VIEW WATER DISTRICT,85,30,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,1,0,1
CA5200551,WOODSON BRIDGE MHP,158,105,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200555,RIO RANCH COMMUNITY SVCS DIST,44,31,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200556,MAYWOOD MOBILE HOME PARK,140,50,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200558,RIVER VIEW MHC LLC,100,55,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200559,ABBEY OF NEW CLAIRVAUX,63,24,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200560,MIRA MONTE WATER CO.,145,44,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200562,SKY VIEW COUNTY WATER,412,125,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,1,0,1
CA5200570,SURREY VILLAGE WATER CO. INC.,163,73,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200571,MOUNTAIN VALLEY APTS & RVP,131,47,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200574,DEL ORO WC - LARKSPUR MEADOWS,116,33,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA5200575,RANCHO COLORADO WS,36,12,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200584,LITTLE AVENUE WATER SYSTEM,53,16,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200585,MINERAL HOMEOWNER'S ASSN,56,108,TRANSIENT NON-COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200588,JUANITA COURT MUTUAL WATER,27,14,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,1,0,1
CA5200645,SADDLEBACK MUTUAL WATER CO.,90,38,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200657,NORCAL WATER WORKS,45,17,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,1,0,1
CA5200864,R-WILD HORSE RANCH,1055,30,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5201140,ANTOINETTE MUTUAL WATER CO,25,12,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5201147,GOLDEN MEADOWS CSD,102,49,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5210001,CITY OF CORNING,8244,2438,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA5210002,GERBER LAS FLORES CSD,1200,401,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA5210003,LOS MOLINOS COMM. SERVICES DIST.,1450,373,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,1,0,1,0
CA5210004,CITY OF RED BLUFF,14710,4742,COMMUNITY,A ,DISTRICT 21 - VALLEY,nonexclusive_carceral,0,1,0,1
CA5210005,RIO ALTO WATER DISTRICT,3329,1433,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA5210500,LASSEN VNP - BUTTE LAKE,240,7,TRANSIENT NON-COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA5210501,LASSEN VNP - SOUTHWEST/CHALET,145,6,TRANSIENT NON-COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA5210502,LASSEN VNP - DRAKESBAD,100,4,TRANSIENT NON-COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA5210503,LASSEN VNP - HEADQUARTERS,69,33,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA5210504,LASSEN VNP - LOST CREEK,150,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA5210505,LASSEN VNP - MANZANITA LAKE,606,21,TRANSIENT NON-COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA5210506,LASSEN VNP - SUMMIT LAKE,251,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA5301001,BUCKTAIL MUTUAL WATER COMPANY,42,42,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1
CA5301002,LEWISTON COMMUNITY SERVICES DISTRICT,677,234,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1
CA5301004,REDDING ODD FELLOWS CAMP,65,72,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA5301006,ALPINE VIEW CAMPGROUND,215,30,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA5301008,PINE COVE RV PARK,223,81,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1
CA5301009,LAKEVIEW TERRACE RESORT,79,48,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,2,0,1
CA5301010,BUD FINE MWC,37,39,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,7,0,1
CA5301012,FLUX RIVER RESORT,34,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,2,0,1
CA5301013,ACKERMAN CAMPGROUND,100,6,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA5301014,BRIDGE CAMP,190,7,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA5301017,RUSH CREEK MUTUAL WATER SYSTEM,103,37,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA5301101,TREASURE CREEK WOODS MWC,131,32,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1
CA5301102,TRINITY KNOLLS MUTUAL WATER COMPANY,338,67,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA5301103,COVINGTON MILL - A,60,42,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1
CA5301104,COVINGTON MILL MWC-DIVISION B,99,99,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1
CA5301105,PINEWOOD COVE RESORT,230,2,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA5301106,"TRINITY LAKE MARINAS, LLC.",317,95,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA5301108,TRINITY ALPS RESORT,307,3,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA5301109,MARY SMITH CAMPGROUND,90,7,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA5301110,TANNERY GULCH CAMPGROUND,410,24,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA5301112,FAWN & STONEY CAMPGROUND,327,20,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA5301113,CLARK SYSTEM,450,5,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA5301114,HAYWARD FLAT CAMPGROUND,440,21,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA5301201,SEYMOUR'S MUTUAL WATER SYSTEM,40,26,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,2,0,1
CA5303002,INDIAN CREEK TRAILER PARK,43,35,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,3,0,1
CA5304102,TRINITY VILLAGE MUTUAL WATER,332,192,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1
CA5304105,BURNT RANCH SCHOOL,125,1,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1
CA5304109,BURNT RANCH ESTATES,115,35,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1
CA5304113,DEL LOMA RV PARK & CG,157,62,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA5304209,JUNCTION CITY SCHOOL,80,1,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1
CA5304501,SALYER MUTUAL WC (FORMERLY RIVERVIEW AC),231,70,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1
CA5304502,"SALYER HEIGHTS W.S., INC",130,40,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1
CA5304507,CALTRANS-SALYER SAFETY REST STOP,400,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA5305003,RUTH LAKE MARINA,202,2,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA5305004,RUTH LAKE RECREATION AREA,252,2,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA5305006,JOURNEY S END RESORT,106,2,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1
CA5305103,MAD RIVER COMPOUND - USFS,61,19,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA5305107,SO TRINITY UNIFIED SCHOOL DIST.,100,6,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA5305402,BAR 717 RANCH,145,3,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1
