pwsid,Name,population,service_connections,state_classification,activity_status_cd,regulating_agency,carceral_sys,count_of_viols_over5yrs_mcl,count_of_viols_over5yrs_mon,binary_viol_over5yrs_mcl,binary_viol_over5yrs_mon,CASDWIS_County,CASDWIS_SourceType,watersource,purchased,Water_System_Name,County,Regulating_agency,Water_System_Type,Service_Connections,Population,Primary_Service_Area,Water_Quality_Category_Score,Accessibility_Category_Score,Affordability_Category_Score,TMF_Capacity_Category_Score,Total_Risk_Assessment_Score,Automatically_At_Risk,Risk_Assessment_Result,Failing_Status,SAFER_Status,Number_of_Water_Sources,Absence_of_Interties,Source_Capacity_Violations,Bottled_Water_or_Hauled_Water_Reliance,Significant_Deficiencies,SC3i_Count_Distribution,SC5e_Drought_Impact,Distributiondis_any,n_ccr_downloaded,n_ccr_missing
CA5301006,ALPINE VIEW CAMPGROUND,215,30,TRANSIENT NON-COMMUNITY,A,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0,TRINITY  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA5301008,PINE COVE RV PARK,223,81,COMMUNITY,A,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1,TRINITY  ,GW,GW,Not purchased,PINE COVE RV PARK,TRINITY,DISTRICT 01 - KLAMATH,COMMUNITY,81,223,MOBILE HOME PARK,0,0.33,1,0,0.33,--,Not At-Risk,Non-Failing,Not At-Risk,3,Y,N,N,0,0,0,0,1,3
CA5301009,LAKEVIEW TERRACE RESORT,79,48,TRANSIENT NON-COMMUNITY,A,DISTRICT 01 - KLAMATH,non_carceral,0,2,0,1,TRINITY  ,GU,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA5301010,BUD FINE MWC,37,39,TRANSIENT NON-COMMUNITY,A,DISTRICT 01 - KLAMATH,non_carceral,0,7,0,1,TRINITY  ,SW,SW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA5301012,FLUX RIVER RESORT,34,1,TRANSIENT NON-COMMUNITY,A,DISTRICT 01 - KLAMATH,non_carceral,0,2,0,1,TRINITY  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,2
CA5301013,ACKERMAN CAMPGROUND,100,6,TRANSIENT NON-COMMUNITY,A,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0,TRINITY  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA5301014,BRIDGE CAMP,190,7,TRANSIENT NON-COMMUNITY,A,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0,TRINITY  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA5301017,RUSH CREEK MUTUAL WATER SYSTEM,103,37,COMMUNITY,A,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0,TRINITY  ,SW,SW,Not purchased,RUSH CREEK MUTUAL WATER SYSTEM,TRINITY,DISTRICT 01 - KLAMATH,COMMUNITY,37,104,RESIDENTIAL AREA,0,1.33,1,0,0.58,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,0,4
CA5301101,TREASURE CREEK WOODS MWC,131,32,COMMUNITY,A,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1,TRINITY  ,GW,GW,Not purchased,TREASURE CREEK WOODS MWC,TRINITY,DISTRICT 01 - KLAMATH,COMMUNITY,32,131,RESIDENTIAL AREA,0,0.33,0.33,0,0.17,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,0,0,0,0,4
CA5301102,TRINITY KNOLLS MUTUAL WATER COMPANY,338,67,COMMUNITY,A,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0,TRINITY  ,GW,GW,Not purchased,TRINITY KNOLLS MUTUAL WATER COMPANY,TRINITY,DISTRICT 01 - KLAMATH,COMMUNITY,67,338,RESIDENTIAL AREA,0,0.33,0,0,0.08,--,Not At-Risk,Non-Failing,Not At-Risk,7,Y,N,N,0,0,0,0,2,2
CA5301103,COVINGTON MILL - A,60,42,COMMUNITY,A,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1,TRINITY  ,GW,GW,Not purchased,COVINGTON MILL - A,TRINITY,DISTRICT 01 - KLAMATH,COMMUNITY,42,60,RESIDENTIAL AREA,0,2,0.33,0,0.58,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,0,4
CA5301104,COVINGTON MILL MWC-DIVISION B,99,99,COMMUNITY,A,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1,TRINITY  ,GW,GW,Not purchased,COVINGTON MILL MWC-DIVISION B,TRINITY,DISTRICT 01 - KLAMATH,COMMUNITY,99,99,RESIDENTIAL AREA,0,0.33,0.33,0,0.17,--,Not At-Risk,Non-Failing,Not At-Risk,3,Y,N,N,0,0,0,0,0,4
CA5301105,PINEWOOD COVE RESORT,230,2,TRANSIENT NON-COMMUNITY,A,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0,TRINITY  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA5301106,"TRINITY LAKE MARINAS, LLC.",317,95,TRANSIENT NON-COMMUNITY,A,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0,TRINITY  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA5301108,TRINITY ALPS RESORT,307,3,TRANSIENT NON-COMMUNITY,A,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0,TRINITY  ,SW,SW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA5301109,MARY SMITH CAMPGROUND,90,7,TRANSIENT NON-COMMUNITY,A,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0,TRINITY  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA5301110,TANNERY GULCH CAMPGROUND,410,24,TRANSIENT NON-COMMUNITY,A,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0,TRINITY  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA5301112,FAWN & STONEY CAMPGROUND,327,20,TRANSIENT NON-COMMUNITY,A,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0,TRINITY  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA5301113,CLARK SYSTEM,450,5,TRANSIENT NON-COMMUNITY,A,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0,TRINITY  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA5301114,HAYWARD FLAT CAMPGROUND,440,21,TRANSIENT NON-COMMUNITY,A,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0,TRINITY  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA5301201,SEYMOUR'S MUTUAL WATER SYSTEM,40,26,COMMUNITY,A,DISTRICT 01 - KLAMATH,non_carceral,0,2,0,1,TRINITY  ,GW,GW,Not purchased,SEYMOUR'S MUTUAL WATER SYSTEM,TRINITY,DISTRICT 01 - KLAMATH,COMMUNITY,26,40,RESIDENTIAL AREA,0,1.33,1,1.33,0.92,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0,NA,0,NA,1,3
CA5303002,INDIAN CREEK TRAILER PARK,43,35,COMMUNITY,A,DISTRICT 01 - KLAMATH,non_carceral,0,3,0,1,TRINITY  ,SW,SW,Not purchased,INDIAN CREEK TRAILER PARK,TRINITY,DISTRICT 01 - KLAMATH,COMMUNITY,35,43,MOBILE HOME PARK,1,2,0.33,0,0.83,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0,1,0,1,3,1
CA5304102,TRINITY VILLAGE MUTUAL WATER,332,192,COMMUNITY,A,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1,TRINITY  ,SW,SW,Not purchased,TRINITY VILLAGE MUTUAL WATER,TRINITY,DISTRICT 01 - KLAMATH,COMMUNITY,192,332,RESIDENTIAL AREA,0,0.33,0,0,0.08,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,0,0,0,1,3
CA5304105,BURNT RANCH SCHOOL,125,1,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1,TRINITY  ,GW,GW,Not purchased,BURNT RANCH SCHOOL,TRINITY,DISTRICT 01 - KLAMATH,NON-TRANSIENT NON-COMMUNITY,1,125,SCHOOL,0,1.5,0.33,0,0.46,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,1,3
CA5304109,BURNT RANCH ESTATES,115,35,COMMUNITY,A,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1,TRINITY  ,SW,SW,Not purchased,BURNT RANCH ESTATES,TRINITY,DISTRICT 01 - KLAMATH,COMMUNITY,35,115,RESIDENTIAL AREA,0,1.5,0.33,1.33,0.79,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0,0,0,0,3,1
CA5304113,DEL LOMA RV PARK & CG,157,62,TRANSIENT NON-COMMUNITY,A,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0,TRINITY  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA5304209,JUNCTION CITY SCHOOL,80,1,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1,TRINITY  ,SW,SW,Not purchased,JUNCTION CITY SCHOOL,TRINITY,DISTRICT 01 - KLAMATH,NON-TRANSIENT NON-COMMUNITY,2,80,SCHOOL,0.5,1.33,0.33,0,0.54,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,0,4
CA5304501,SALYER MUTUAL WC (FORMERLY RIVERVIEW AC),231,70,COMMUNITY,A,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1,TRINITY  ,SW,SW,Not purchased,SALYER MUTUAL WC (FORMERLY RIVERVIEW AC),TRINITY,DISTRICT 01 - KLAMATH,COMMUNITY,70,231,RESIDENTIAL AREA,0,1.33,0,0,0.33,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,1,0,1,1,3
CA5304502,"SALYER HEIGHTS W.S., INC",130,40,COMMUNITY,A,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1,TRINITY  ,SW,SW,Not purchased,"SALYER HEIGHTS W.S., INC",TRINITY,DISTRICT 01 - KLAMATH,COMMUNITY,40,130,RESIDENTIAL AREA,1,1.5,0,0,0.63,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0,0,0,0,0,4
CA5304507,CALTRANS-SALYER SAFETY REST STOP,400,1,TRANSIENT NON-COMMUNITY,A,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0,TRINITY  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA5305003,RUTH LAKE MARINA,202,2,TRANSIENT NON-COMMUNITY,A,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0,TRINITY  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA5305004,RUTH LAKE RECREATION AREA,252,2,TRANSIENT NON-COMMUNITY,A,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0,TRINITY  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA5305006,JOURNEY S END RESORT,106,2,TRANSIENT NON-COMMUNITY,A,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1,TRINITY  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA5305103,MAD RIVER COMPOUND - USFS,61,19,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0,TRINITY  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,1,2,2
CA5305107,SO TRINITY UNIFIED SCHOOL DIST.,100,6,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0,TRINITY  ,GW,GW,Not purchased,SO TRINITY UNIFIED SCHOOL DIST.,TRINITY,DISTRICT 01 - KLAMATH,NON-TRANSIENT NON-COMMUNITY,6,100,SCHOOL,0,1.33,0.33,0,0.42,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,0,4
CA5305402,BAR 717 RANCH,145,3,TRANSIENT NON-COMMUNITY,A,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1,TRINITY  ,SW,SW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA5305504,FISH TAIL INN,274,9,TRANSIENT NON-COMMUNITY,A,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0,TRINITY  ,SW,SW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA5310001,WEAVERVILLE C.S.D.,3975,1536,COMMUNITY,A,DISTRICT 01 - KLAMATH,nonexclusive_carceral,0,0,0,0,TRINITY  ,SW,SW,Not purchased,WEAVERVILLE C.S.D.,TRINITY,DISTRICT 01 - KLAMATH,COMMUNITY,1657,3408,RESIDENTIAL AREA,0,0.33,0.33,0.67,0.33,--,Not At-Risk,Non-Failing,Not At-Risk,3,Y,N,N,0,0,0,0,3,1
CA5310002,TRINITY CO. W.W. DIST #1,2324,601,COMMUNITY,A,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1,TRINITY  ,SW,SW,Not purchased,TRINITY CO. W.W. DIST #1,TRINITY,DISTRICT 01 - KLAMATH,COMMUNITY,698,2324,RESIDENTIAL AREA,0,1.33,0.33,0.67,0.58,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,2,2
CA5310003,TRINITY CENTER M.W.C.          .,729,260,COMMUNITY,A,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0,TRINITY  ,SW,SW,Not purchased,TRINITY CENTER M.W.C.          .,TRINITY,DISTRICT 01 - KLAMATH,COMMUNITY,260,729,RESIDENTIAL AREA,0,1.33,0.33,0,0.42,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,1,3
CA5400504,PORTERVILLE MOBILE VILLAGE,205,62,COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,0,0,0,TULARE  ,GW,GW,Not purchased,PORTERVILLE MOBILE VILLAGE,TULARE,DISTRICT 24 - TULARE,COMMUNITY,62,205,MOBILE HOME PARK,0,2,0.67,0,0.67,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0,0,0,0,4,0
CA5400505,HARTLAND CHRISTIAN CAMP,163,54,COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,1,0,1,0,TULARE  ,GW,GW,Not purchased,HARTLAND CHRISTIAN CAMP,TULARE,DISTRICT 24 - TULARE,COMMUNITY,54,163,RECREATION AREA,1.5,3,0.33,0.67,1.38,At-Risk,At-Risk,Non-Failing,At-Risk,1,Y,N,Y,0,0,0,0,2,2
CA5400506,NORTH KAWEAH MUTUAL WATER COMPANY,560,71,COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,0,0,0,TULARE  ,GU,GW,Not purchased,NORTH KAWEAH MUTUAL WATER COMPANY,TULARE,DISTRICT 24 - TULARE,COMMUNITY,71,560,RESIDENTIAL AREA,0,0.33,0.33,0.33,0.25,--,Not At-Risk,Non-Failing,Not At-Risk,3,Y,N,N,0,0,0,0,4,0
CA5400519,PALO VERDE UNION ELEMENTARY SCHOOL,500,26,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,0,0,0,TULARE  ,GW,GW,Not purchased,PALO VERDE UNION ELEMENTARY SCHOOL,TULARE,DISTRICT 24 - TULARE,NON-TRANSIENT NON-COMMUNITY,26,500,SCHOOL,0,2.17,0.67,0,0.71,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0,0,0,0,4,0
CA5400526,"WESPAK, INC.",53,6,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,4,0,1,0,TULARE  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA5400529,"SHADY GROVE  MOBILE HOME PARK, LLC",95,42,COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,0,0,0,TULARE  ,GW,GW,Not purchased,"SHADY GROVE  MOBILE HOME PARK, LLC",TULARE,DISTRICT 24 - TULARE,COMMUNITY,42,95,MOBILE HOME PARK,0,2,0.67,0.33,0.75,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0,0,0,0,4,0
CA5400536,KINGS RIVER ESTATES MUTUAL WATER COMPANY,106,38,COMMUNITY,A,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0,TULARE  ,GW,GW,Not purchased,KINGS RIVER ESTATES MUTUAL WATER COMPANY,TULARE,DISTRICT 12 - VISALIA,COMMUNITY,38,106,RESIDENTIAL AREA,0,1,0.67,0.67,0.59,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,0,0,0,4,0
CA5400537,LINDY'S LANDING,125,177,COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,2,0,1,TULARE  ,GW,GW,Not purchased,LINDY'S LANDING,TULARE,DISTRICT 24 - TULARE,COMMUNITY,177,125,RECREATION AREA,0,2.67,0.67,0.83,1.04,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0,NA,NA,NA,4,0
CA5400538,ACCELERATED CHARTER HIGH SCHOOL,192,10,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,2,0,1,TULARE  ,GW,GW,Not purchased,ACCELERATED CHARTER HIGH SCHOOL,TULARE,DISTRICT 24 - TULARE,NON-TRANSIENT NON-COMMUNITY,10,192,SCHOOL,0,2.17,0,0,0.54,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,4,0
CA5400542,DUCOR CSD,616,176,COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,0,0,0,TULARE  ,GW,GW,Not purchased,DUCOR CSD,TULARE,DISTRICT 24 - TULARE,COMMUNITY,176,616,RESIDENTIAL AREA,0,1,0.67,0.33,0.5,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,0,0,0,3,1
CA5400544,ALLENSWORTH CSD,521,168,COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,2,1,1,1,TULARE  ,GW,GW,Not purchased,ALLENSWORTH CSD,TULARE,DISTRICT 24 - TULARE,COMMUNITY,168,521,RESIDENTIAL AREA,2.25,2,2,1.33,1.9,At-Risk,At-Risk,Failing,Failing,2,Y,N,Y,0,0,0,0,4,0
CA5400548,KINGS INN MOTEL,129,3,TRANSIENT NON-COMMUNITY,A,DISTRICT 12 - VISALIA,non_carceral,0,1,0,1,TULARE  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,3
CA5400550,SEVILLE WATER COMPANY,691,91,COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,1,0,1,TULARE  ,GW,GW,Not purchased,SEVILLE WATER COMPANY,TULARE,DISTRICT 24 - TULARE,COMMUNITY,91,691,RESIDENTIAL AREA,0.5,3.67,1,0.33,1.38,At-Risk,At-Risk,Failing,Failing,2,Y,Y,Y,0,0,1,0,4,0
CA5400553,DEL ORO TRAVER DISTRICT,657,199,COMMUNITY,A,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0,TULARE  ,GW,GW,Not purchased,DEL ORO TRAVER DISTRICT,TULARE,DISTRICT 12 - VISALIA,COMMUNITY,198,653,RESIDENTIAL AREA,3,1,1.42,0,1.36,--,At-Risk,Failing,Failing,2,Y,N,N,0,0,0,0,4,0
CA5400556,RIVER RETREAT MUTUAL WATER COMPANY,40,23,COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,1,0,1,TULARE  ,GW,GW,Not purchased,RIVER RETREAT MUTUAL WATER COMPANY,TULARE,DISTRICT 24 - TULARE,COMMUNITY,23,40,RESIDENTIAL AREA,0,2,0.75,0.17,0.73,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0,0,0,0,4,0
CA5400558,SAUCELITO ELEMENTARY SCHOOL,87,11,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,3,0,1,0,TULARE  ,GW,GW,Not purchased,SAUCELITO ELEMENTARY SCHOOL,TULARE,DISTRICT 24 - TULARE,NON-TRANSIENT NON-COMMUNITY,11,84,SCHOOL,3,1,0.33,0,1.08,--,At-Risk,Non-Failing,At-Risk,2,Y,N,N,0,0,0,0,4,0
CA5400567,TOOLEVILLE MUTUAL NON PROFIT WATER ASSN,340,77,COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,0,0,0,TULARE  ,GW,GW,Not purchased,TOOLEVILLE MUTUAL NON PROFIT WATER ASSN,TULARE,DISTRICT 24 - TULARE,COMMUNITY,77,340,RESIDENTIAL AREA,2,3.67,0.75,0.67,1.77,At-Risk,At-Risk,Failing,Failing,2,Y,Y,Y,0,0,1,0,4,0
CA5400583,CUTLER PARK,303,3,TRANSIENT NON-COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,0,0,0,TULARE  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA5400602,EAGLE'S NEST RESORT,60,78,COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,1,0,1,TULARE  ,GW,GW,Not purchased,EAGLE'S NEST RESORT,TULARE,DISTRICT 24 - TULARE,COMMUNITY,78,60,RECREATION AREA,0,2,0.67,0.17,0.71,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0,0,0,0,4,0
CA5400604,MOUNTAIN VIEW DUPLEXES,103,14,COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,1,0,1,TULARE  ,GW,GW,Not purchased,MOUNTAIN VIEW DUPLEXES,TULARE,DISTRICT 24 - TULARE,COMMUNITY,14,103,OTHER RESIDENTIAL AREA,0,2.17,0.67,1,0.96,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0,0,0,0,4,0
CA5400616,LEMON COVE WATER COMPANY,109,60,COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,5,0,1,0,TULARE  ,GW,GW,Not purchased,LEMON COVE WATER COMPANY,TULARE,DISTRICT 24 - TULARE,COMMUNITY,60,109,RESIDENTIAL AREA,3,3,0,0.67,1.67,At-Risk,At-Risk,Failing,Failing,1,Y,N,Y,0,0,0,0,3,1
CA5400620,GRAND VIEW SCHOOL,400,18,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,0,0,0,TULARE  ,GW,GW,Not purchased,GRAND VIEW SCHOOL,TULARE,DISTRICT 24 - TULARE,NON-TRANSIENT NON-COMMUNITY,18,400,SCHOOL,0,2,0.67,0,0.67,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0,0,0,0,3,1
CA5400623,WESTERN HOLIDAY LODGE,25,3,TRANSIENT NON-COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,0,0,0,TULARE  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4
CA5400624,KINGS RIVER ELEMENTARY SCHOOL,500,9,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,0,0,0,TULARE  ,GW,GW,Not purchased,KINGS RIVER ELEMENTARY SCHOOL,TULARE,DISTRICT 24 - TULARE,NON-TRANSIENT NON-COMMUNITY,9,500,SCHOOL,0,2,0.67,0,0.67,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0,0,0,0,4,0
CA5400629,SEQUOIA RV RANCH,80,21,TRANSIENT NON-COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,0,0,0,TULARE  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA5400631,LINNELL FARM LABOR CENTER,694,195,COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,2,0,1,TULARE  ,GW,GW,Not purchased,LINNELL FARM LABOR CENTER,TULARE,DISTRICT 24 - TULARE,COMMUNITY,195,694,RESIDENTIAL AREA,0,1,0.33,2,0.83,--,At-Risk,Non-Failing,At-Risk,2,Y,N,N,0,0,0,0,4,0
CA5400637,BUCKEYE TREE LODGE,35,2,TRANSIENT NON-COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,1,0,1,TULARE  ,SW,SW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA5400641,TEVISTON COMMUNITY SERVICES DISTRICT,383,116,COMMUNITY,A,DISTRICT 24 - TULARE,non_carceral,0,1,0,1,TULARE  ,GW,GW,Not purchased,TEVISTON COMMUNITY SERVICES DISTRICT,TULARE,DISTRICT 24 - TULARE,COMMUNITY,116,370,RESIDENTIAL AREA,2,2.67,1.42,0.83,1.73,At-Risk,At-Risk,Failing,Failing,2,Y,N,Y,0,2,1,1,4,0
