PWSID,System_Name,County,Regulating_Agency,Water_Quality_Risk_Level_Display,Accessability_Risk_Level_Display,Affordability_Risk_Level_Display,TMF_Capacity_Risk_Level_Display,POPULATION ,SAFER_STATUS,Distinct count of PWSID,Funding Since 2017
CA5010035,CITY OF MODESTO - CENTRAL TURLOCK,STANISLAUS,DISTRICT 10 - STOCKTON,No Risk,Medium Risk,Medium Risk,Low Risk,119,Not At-Risk,1,$0 
CA5010038,MODESTO IRRIGATION DISTRICT,STANISLAUS,DISTRICT 10 - STOCKTON,Not Assessed,Not Assessed,Not Assessed,Not Assessed,23,Not Assessed,1,$0 
CA5010039,WESTERN HILLS WATER DISTRICT/DIABLO GRAN,STANISLAUS,DISTRICT 10 - STOCKTON,Low Risk,High Risk,Low Risk,Low Risk,"2,000",Potentially At-Risk,1,$0 
CA5010040,SOUTH SAN JOAQUIN IRRIGATION DISTRICT,STANISLAUS,DISTRICT 10 - STOCKTON,Not Assessed,Not Assessed,Not Assessed,Not Assessed,25,Not Assessed,1,$0 
CA5010042,WATERFORD-RIVER POINTE,STANISLAUS,DISTRICT 10 - STOCKTON,Low Risk,Low Risk,Low Risk,No Risk,"1,079",Not At-Risk,1,$0 
CA5010043,STANISLAUS REGIONAL WATER AUTHORITY,STANISLAUS,DISTRICT 10 - STOCKTON,Not Assessed,Not Assessed,Not Assessed,Not Assessed,0,Not Assessed,1,"$212,674,000 "
CA5100107,GOLDEN STATE WATER CO. - ROBBINS,SUTTER,DISTRICT 21 - VALLEY,High Risk,High Risk,Low Risk,No Risk,205,Failing,1,"$8,000,000 "
CA5100112,TIERRA BUENA MHP #1,SUTTER,DISTRICT 21 - VALLEY,High Risk,High Risk,Low Risk,No Risk,50,Failing,1,$0 
CA5100125,HARMONY VILLAGE,SUTTER,DISTRICT 21 - VALLEY,High Risk,High Risk,Low Risk,Low Risk,25,Failing,1,$0 
CA5100136,EAST NICOLAUS JOINT UNION HIGH SCHOOL,SUTTER,DISTRICT 21 - VALLEY,No Risk,High Risk,No Risk,No Risk,330,Not At-Risk,1,$0 
CA5100138,BROWNS ELEMENTARY SCHOOL,SUTTER,DISTRICT 21 - VALLEY,No Risk,High Risk,No Risk,No Risk,160,Not At-Risk,1,"$1,750,000 "
CA5100140,MARCUM ILLINOIS ELEMENTARY SCHOOL,SUTTER,DISTRICT 21 - VALLEY,Low Risk,High Risk,No Risk,No Risk,185,At-Risk,1,$0 
CA5100141,MERIDIAN ELEMENTARY SCHOOL,SUTTER,DISTRICT 21 - VALLEY,High Risk,High Risk,No Risk,No Risk,100,At-Risk,1,$0 
CA5100142,NUESTRO SCHOOL,SUTTER,DISTRICT 21 - VALLEY,High Risk,High Risk,No Risk,No Risk,120,At-Risk,1,$0 
CA5100143,PLEASANT GROVE ELEM. SCHOOL,SUTTER,DISTRICT 21 - VALLEY,Low Risk,High Risk,No Risk,No Risk,177,Not At-Risk,1,$0 
CA5100172,ENCINAL ELEMENTARY SCHOOL,SUTTER,DISTRICT 21 - VALLEY,Medium Risk,High Risk,No Risk,No Risk,128,At-Risk,1,$0 
CA5100180,LEGACY BAPTIST CHURCH,SUTTER,DISTRICT 21 - VALLEY,Not Assessed,Not Assessed,Not Assessed,Not Assessed,200,Not Assessed,1,$0 
CA5101009,WILDEWOOD EAST MUTUAL,SUTTER,DISTRICT 21 - VALLEY,High Risk,Low Risk,High Risk,No Risk,350,At-Risk,1,$0 
CA5102025,YUBA APARTMENT HOMES,SUTTER,DISTRICT 21 - VALLEY,Low Risk,High Risk,No Risk,No Risk,40,Not At-Risk,1,$0 
CA5103335,LIVE OAK CHILD CARE CENTER,SUTTER,DISTRICT 21 - VALLEY,Not Assessed,Not Assessed,Not Assessed,Not Assessed,108,Not Assessed,1,$0 
CA5110001,CITY OF LIVE OAK,SUTTER,DISTRICT 21 - VALLEY,High Risk,Low Risk,Low Risk,Medium Risk,"9,285",At-Risk,1,$0 
CA5110002,CITY OF YUBA CITY,SUTTER,DISTRICT 21 - VALLEY,Medium Risk,No Risk,No Risk,Low Risk,"70,256",Not At-Risk,1,"$2,458,579 "
CA5110007,SUTTER COMMUNITY S.D.,SUTTER,DISTRICT 21 - VALLEY,Low Risk,Low Risk,No Risk,No Risk,"2,904",Not At-Risk,1,$0 
CA5200007,HOWELL'S LAKESIDE WATER CO.,TEHAMA,LPA82 - TEHAMA COUNTY,Low Risk,Low Risk,Medium Risk,No Risk,75,Not At-Risk,1,$0 
CA5200008,BREESE SUBDIVISION 2,TEHAMA,LPA82 - TEHAMA COUNTY,No Risk,High Risk,High Risk,Low Risk,75,At-Risk,1,$0 
CA5200010,WOODSON BRIDGE RV PARK,TEHAMA,LPA82 - TEHAMA COUNTY,No Risk,Low Risk,Medium Risk,Low Risk,45,Not At-Risk,1,$0 
CA5200012,VISTA GRANDE WATER SYSTEM,TEHAMA,LPA82 - TEHAMA COUNTY,No Risk,Low Risk,Medium Risk,Low Risk,468,Not At-Risk,1,$0 
CA5200013,WOMACK SUBDIVISION M.W.C.,TEHAMA,LPA82 - TEHAMA COUNTY,No Risk,High Risk,No Risk,No Risk,40,Not At-Risk,1,$0 
CA5200014,WILSON ACRES MUTUAL WATER,TEHAMA,LPA82 - TEHAMA COUNTY,Low Risk,High Risk,High Risk,No Risk,75,At-Risk,1,"$275,000 "
CA5200255,CORNING RV PARK,TEHAMA,LPA82 - TEHAMA COUNTY,No Risk,High Risk,No Risk,Low Risk,112,Not At-Risk,1,$0 
CA5200500,REEDS CREEK ESTATES,TEHAMA,LPA82 - TEHAMA COUNTY,Low Risk,High Risk,No Risk,Low Risk,70,Potentially At-Risk,1,$0 
CA5200502,LAS FLORES WATER WORKS,TEHAMA,LPA82 - TEHAMA COUNTY,No Risk,High Risk,High Risk,Low Risk,191,Potentially At-Risk,1,$0 
CA5200503,MINERAL COUNTY WATER DISTRICT,TEHAMA,DISTRICT 21 - VALLEY,No Risk,Low Risk,Medium Risk,Low Risk,634,Not At-Risk,1,$0 
CA5200504,CITY OF TEHAMA,TEHAMA,DISTRICT 21 - VALLEY,No Risk,Low Risk,Medium Risk,Low Risk,483,Not At-Risk,1,$0 
CA5200506,PLUM VALLEY ELEM SCHOOL (NEW SCHOOL),TEHAMA,LPA82 - TEHAMA COUNTY,No Risk,High Risk,Medium Risk,No Risk,70,Not At-Risk,1,$0 
CA5200507,BERRENDOS SCHOOL,TEHAMA,LPA82 - TEHAMA COUNTY,High Risk,High Risk,Medium Risk,No Risk,325,At-Risk,1,$0 
CA5200508,RIO VISTA MOBILE HOME PARK,TEHAMA,LPA82 - TEHAMA COUNTY,No Risk,High Risk,Medium Risk,Low Risk,543,Potentially At-Risk,1,$0 
CA5200510,RIVER RANCH MOBILE HOME PARK,TEHAMA,LPA82 - TEHAMA COUNTY,No Risk,Low Risk,Medium Risk,Medium Risk,305,Not At-Risk,1,$0 
CA5200511,BEND ELEMENTARY SCHOOL,TEHAMA,LPA82 - TEHAMA COUNTY,No Risk,High Risk,No Risk,No Risk,100,Not At-Risk,1,$0 
CA5200512,BEND MOBILEHOME & RV PARK,TEHAMA,LPA82 - TEHAMA COUNTY,No Risk,Low Risk,No Risk,No Risk,99,Not At-Risk,1,$0 
CA5200513,EVERGREEN UNION SCHOOL DISTRICT,TEHAMA,LPA82 - TEHAMA COUNTY,No Risk,High Risk,Low Risk,No Risk,"1,100",At-Risk,1,$0 
CA5200514,GOLDEN ACRES TRAILER PARK,TEHAMA,LPA82 - TEHAMA COUNTY,No Risk,High Risk,No Risk,No Risk,45,Not At-Risk,1,$0 
CA5200518,FLOURNOY SCHOOL,TEHAMA,LPA82 - TEHAMA COUNTY,No Risk,High Risk,No Risk,No Risk,32,Not At-Risk,1,$0 
CA5200519,GERBER UNION ELEMENTARY SCHOOL DISTRICT,TEHAMA,LPA82 - TEHAMA COUNTY,Low Risk,High Risk,Medium Risk,No Risk,625,Potentially At-Risk,1,$0 
CA5200520,KIRKWOOD ELEMENTARY SCHOOL,TEHAMA,LPA82 - TEHAMA COUNTY,No Risk,High Risk,Low Risk,No Risk,111,Not At-Risk,1,$0 
CA5200521,ANTELOPE CREEK MHP,TEHAMA,LPA82 - TEHAMA COUNTY,No Risk,High Risk,Medium Risk,Low Risk,175,Potentially At-Risk,1,$0 
CA5200525,NORTH VALLEY SERVICES,TEHAMA,LPA82 - TEHAMA COUNTY,Not Assessed,Not Assessed,Not Assessed,Not Assessed,43,Not Assessed,1,$0 
CA5200526,HIDDEN HARBOR MARINA & RVP,TEHAMA,LPA82 - TEHAMA COUNTY,No Risk,High Risk,Medium Risk,High Risk,70,At-Risk,1,$0 
CA5200527,HUNTER'S FISHING RESORT,TEHAMA,LPA82 - TEHAMA COUNTY,No Risk,Low Risk,Medium Risk,Low Risk,50,Not At-Risk,1,$0 
CA5200531,RIVERSIDE CROSSING MHP,TEHAMA,LPA82 - TEHAMA COUNTY,No Risk,High Risk,High Risk,No Risk,104,At-Risk,1,$0 
CA5200534,PASKENTA COMM. SERVICES DIST.,TEHAMA,DISTRICT 21 - VALLEY,Low Risk,High Risk,High Risk,Low Risk,237,Failing,1,$0 
CA5200535,LIVE OAK ACRES MWC INC.,TEHAMA,LPA82 - TEHAMA COUNTY,Low Risk,High Risk,No Risk,No Risk,80,Not At-Risk,1,$0 
CA5200538,LASSEN VIEW UNION ELEMENTARY SCHOOL DIST,TEHAMA,LPA82 - TEHAMA COUNTY,No Risk,High Risk,Medium Risk,No Risk,350,Not At-Risk,1,$0 
CA5200539,FRIENDLY ACRES MHP,TEHAMA,LPA82 - TEHAMA COUNTY,Medium Risk,High Risk,High Risk,No Risk,75,At-Risk,1,$0 
CA5200540,REEDS CREEK SCHOOL,TEHAMA,LPA82 - TEHAMA COUNTY,Medium Risk,High Risk,No Risk,No Risk,196,Potentially At-Risk,1,$0 
CA5200541,E HEADSTART,TEHAMA,LPA82 - TEHAMA COUNTY,Not Assessed,Not Assessed,Not Assessed,Not Assessed,220,Not Assessed,1,$0 
CA5200544,VINA ELEMENTARY SCHOOL,TEHAMA,LPA82 - TEHAMA COUNTY,No Risk,High Risk,Medium Risk,No Risk,90,Not At-Risk,1,$0 
CA5200545,MODERN VILLAGE MWC,TEHAMA,LPA82 - TEHAMA COUNTY,No Risk,High Risk,High Risk,No Risk,85,At-Risk,1,$0 
CA5200546,NEW MEADOWS,TEHAMA,LPA82 - TEHAMA COUNTY,Medium Risk,High Risk,High Risk,No Risk,70,Failing,1,$0 
CA5200547,GATEWAY MOBILE HOME PARK,TEHAMA,LPA82 - TEHAMA COUNTY,No Risk,High Risk,Medium Risk,Low Risk,103,Potentially At-Risk,1,$0 
CA5200548,LASSEN VIEW WATER DISTRICT,TEHAMA,LPA82 - TEHAMA COUNTY,No Risk,High Risk,No Risk,No Risk,85,Not At-Risk,1,$0 
CA5200551,WOODSON BRIDGE MHP,TEHAMA,LPA82 - TEHAMA COUNTY,No Risk,High Risk,High Risk,No Risk,158,At-Risk,1,$0 
CA5200555,RIO RANCH COMMUNITY SVCS DIST,TEHAMA,LPA82 - TEHAMA COUNTY,No Risk,High Risk,Medium Risk,Medium Risk,44,Potentially At-Risk,1,$0 
CA5200556,MAYWOOD MOBILE HOME PARK,TEHAMA,LPA82 - TEHAMA COUNTY,No Risk,High Risk,No Risk,Medium Risk,140,Potentially At-Risk,1,$0 
CA5200558,RIVER VIEW MHC LLC,TEHAMA,LPA82 - TEHAMA COUNTY,No Risk,High Risk,Low Risk,Low Risk,100,Potentially At-Risk,1,$0 
CA5200559,ABBEY OF NEW CLAIRVAUX,TEHAMA,LPA82 - TEHAMA COUNTY,No Risk,High Risk,Medium Risk,Medium Risk,63,Potentially At-Risk,1,$0 
CA5200560,MIRA MONTE WATER CO.,TEHAMA,LPA82 - TEHAMA COUNTY,No Risk,High Risk,No Risk,Low Risk,145,Not At-Risk,1,$0 
CA5200562,SKY VIEW COUNTY WATER,TEHAMA,LPA82 - TEHAMA COUNTY,No Risk,High Risk,High Risk,No Risk,412,At-Risk,1,"$947,923 "
CA5200565,RICHFIELD ELEMENTARY SCHOOL,TEHAMA,LPA82 - TEHAMA COUNTY,No Risk,High Risk,Low Risk,No Risk,280,Not At-Risk,1,$0 
CA5200570,SURREY VILLAGE WATER CO. INC.,TEHAMA,LPA82 - TEHAMA COUNTY,Medium Risk,Low Risk,No Risk,Medium Risk,163,Potentially At-Risk,1,$0 
CA5200571,MOUNTAIN VALLEY APTS & RVP,TEHAMA,LPA82 - TEHAMA COUNTY,No Risk,High Risk,Medium Risk,Medium Risk,131,Potentially At-Risk,1,$0 
CA5200574,DEL ORO WC - LARKSPUR MEADOWS,TEHAMA,DISTRICT 21 - VALLEY,No Risk,High Risk,High Risk,No Risk,116,Potentially At-Risk,1,$0 
CA5200575,RANCHO COLORADO WS,TEHAMA,LPA82 - TEHAMA COUNTY,No Risk,High Risk,Medium Risk,Low Risk,36,Not At-Risk,1,$0 
CA5200584,LITTLE AVENUE WATER SYSTEM,TEHAMA,LPA82 - TEHAMA COUNTY,No Risk,High Risk,High Risk,No Risk,53,At-Risk,1,$0 
CA5200588,JUANITA COURT MUTUAL WATER,TEHAMA,LPA82 - TEHAMA COUNTY,No Risk,Low Risk,Medium Risk,Low Risk,27,Not At-Risk,1,$0 
CA5200598,GRACE COMMUNITY FELLOWSHIP,TEHAMA,LPA82 - TEHAMA COUNTY,Not Assessed,Not Assessed,Not Assessed,Not Assessed,25,Not Assessed,1,$0 
CA5200645,SADDLEBACK MUTUAL WATER CO.,TEHAMA,LPA82 - TEHAMA COUNTY,No Risk,Low Risk,No Risk,Low Risk,90,Not At-Risk,1,$0 
CA5200657,NORCAL WATER WORKS,TEHAMA,DISTRICT 21 - VALLEY,Low Risk,High Risk,Medium Risk,Medium Risk,45,Failing,1,$0 
CA5200864,R-WILD HORSE RANCH,TEHAMA,LPA82 - TEHAMA COUNTY,No Risk,Low Risk,No Risk,Low Risk,"1,055",Not At-Risk,1,$0 
CA5201140,ANTOINETTE MUTUAL WATER CO,TEHAMA,LPA82 - TEHAMA COUNTY,No Risk,High Risk,High Risk,No Risk,25,At-Risk,1,$0 
CA5201147,GOLDEN MEADOWS CSD,TEHAMA,LPA82 - TEHAMA COUNTY,Medium Risk,High Risk,No Risk,Low Risk,102,At-Risk,1,$0 
CA5205007,RANCHO TEHAMA ELEM SCHOOL,TEHAMA,LPA82 - TEHAMA COUNTY,Low Risk,High Risk,Low Risk,No Risk,90,Potentially At-Risk,1,$0 
CA5210001,CITY OF CORNING,TEHAMA,DISTRICT 21 - VALLEY,No Risk,Low Risk,Low Risk,Low Risk,"8,244",Not At-Risk,1,$0 
CA5210002,GERBER LAS FLORES CSD,TEHAMA,DISTRICT 21 - VALLEY,No Risk,Low Risk,High Risk,Low Risk,"1,200",Not At-Risk,1,$0 
CA5210003,LOS MOLINOS COMM. SERVICES DIST.,TEHAMA,DISTRICT 21 - VALLEY,Low Risk,Low Risk,Medium Risk,Low Risk,"1,450",Not At-Risk,1,"$745,818 "
CA5210004,CITY OF RED BLUFF,TEHAMA,DISTRICT 21 - VALLEY,Medium Risk,No Risk,Medium Risk,Low Risk,"14,710",Potentially At-Risk,1,"$165,133 "
CA5210005,RIO ALTO WATER DISTRICT,TEHAMA,DISTRICT 21 - VALLEY,No Risk,Low Risk,No Risk,Low Risk,"3,329",Not At-Risk,1,$0 
CA5301001,BUCKTAIL MUTUAL WATER COMPANY,TRINITY,DISTRICT 01 - KLAMATH,Low Risk,Low Risk,High Risk,No Risk,42,Not At-Risk,1,$0 
CA5301002,LEWISTON COMMUNITY SERVICES DISTRICT,TRINITY,DISTRICT 01 - KLAMATH,Low Risk,Low Risk,Low Risk,Low Risk,677,Not At-Risk,1,"$3,667,581 "
CA5301008,PINE COVE RV PARK,TRINITY,DISTRICT 01 - KLAMATH,No Risk,Low Risk,High Risk,No Risk,223,Not At-Risk,1,$0 
CA5301017,RUSH CREEK MUTUAL WATER SYSTEM,TRINITY,DISTRICT 01 - KLAMATH,No Risk,High Risk,High Risk,No Risk,102,Not At-Risk,1,$0 
CA5301101,TREASURE CREEK WOODS MWC,TRINITY,DISTRICT 01 - KLAMATH,No Risk,Low Risk,Low Risk,No Risk,131,Not At-Risk,1,$0 
CA5301102,TRINITY KNOLLS MUTUAL WATER COMPANY,TRINITY,DISTRICT 01 - KLAMATH,No Risk,Low Risk,No Risk,No Risk,338,Not At-Risk,1,$0 
CA5301103,COVINGTON MILL - A,TRINITY,DISTRICT 01 - KLAMATH,No Risk,High Risk,Low Risk,No Risk,60,Not At-Risk,1,$0 
CA5301104,COVINGTON MILL MWC-DIVISION B,TRINITY,DISTRICT 01 - KLAMATH,No Risk,Low Risk,Low Risk,No Risk,99,Not At-Risk,1,$0 
CA5301201,SEYMOUR'S MUTUAL WATER SYSTEM,TRINITY,DISTRICT 01 - KLAMATH,No Risk,High Risk,High Risk,High Risk,40,At-Risk,1,$0 
CA5303002,INDIAN CREEK TRAILER PARK,TRINITY,DISTRICT 01 - KLAMATH,Low Risk,High Risk,Low Risk,No Risk,43,At-Risk,1,$0 
CA5304102,TRINITY VILLAGE MUTUAL WATER,TRINITY,DISTRICT 01 - KLAMATH,No Risk,Low Risk,No Risk,No Risk,332,Not At-Risk,1,$0 
CA5304105,BURNT RANCH SCHOOL,TRINITY,DISTRICT 01 - KLAMATH,No Risk,High Risk,Low Risk,No Risk,125,Not At-Risk,1,$0 
CA5304109,BURNT RANCH ESTATES,TRINITY,DISTRICT 01 - KLAMATH,No Risk,High Risk,Low Risk,High Risk,115,Potentially At-Risk,1,$0 
CA5304209,JUNCTION CITY SCHOOL,TRINITY,DISTRICT 01 - KLAMATH,Low Risk,High Risk,Low Risk,No Risk,80,Failing,1,"$232,000 "
CA5304501,SALYER MUTUAL WC (FORMERLY RIVERVIEW AC),TRINITY,DISTRICT 01 - KLAMATH,No Risk,High Risk,No Risk,No Risk,231,Not At-Risk,1,"$413,350 "
CA5304502,"SALYER HEIGHTS W.S., INC",TRINITY,DISTRICT 01 - KLAMATH,Low Risk,High Risk,No Risk,No Risk,130,Failing,1,"$430,000 "
CA5305107,SO TRINITY UNIFIED SCHOOL DIST.,TRINITY,DISTRICT 01 - KLAMATH,No Risk,High Risk,Low Risk,No Risk,100,Not At-Risk,1,$0 
CA5310001,WEAVERVILLE C.S.D.,TRINITY,DISTRICT 01 - KLAMATH,No Risk,Low Risk,Low Risk,Low Risk,"3,975",Not At-Risk,1,"$733,000 "
CA5310002,TRINITY CO. W.W. DIST #1,TRINITY,DISTRICT 01 - KLAMATH,Low Risk,High Risk,Low Risk,Low Risk,"2,324",Potentially At-Risk,1,"$460,872 "
CA5310003,TRINITY CENTER M.W.C.          .,TRINITY,DISTRICT 01 - KLAMATH,No Risk,High Risk,Low Risk,No Risk,729,Not At-Risk,1,$0 
CA5400504,PORTERVILLE MOBILE VILLAGE,TULARE,DISTRICT 24 - TULARE,No Risk,High Risk,Medium Risk,No Risk,205,Potentially At-Risk,1,$0 
CA5400505,HARTLAND CHRISTIAN CAMP,TULARE,DISTRICT 24 - TULARE,Medium Risk,High Risk,Low Risk,High Risk,163,At-Risk,1,$0 
CA5400506,NORTH KAWEAH MUTUAL WATER COMPANY,TULARE,DISTRICT 24 - TULARE,No Risk,Low Risk,Low Risk,Low Risk,560,Not At-Risk,1,$0 
CA5400519,PALO VERDE UNION ELEMENTARY SCHOOL,TULARE,DISTRICT 24 - TULARE,No Risk,High Risk,Medium Risk,No Risk,500,Potentially At-Risk,1,$0 
CA5400529,"SHADY GROVE  MOBILE HOME PARK, LLC",TULARE,DISTRICT 24 - TULARE,No Risk,High Risk,Medium Risk,Low Risk,95,Potentially At-Risk,1,$0 
CA5400536,KINGS RIVER ESTATES MUTUAL WATER COMPANY,TULARE,DISTRICT 12 - VISALIA,No Risk,Medium Risk,Medium Risk,Low Risk,106,Not At-Risk,1,$0 
CA5400537,LINDY'S LANDING,TULARE,DISTRICT 24 - TULARE,No Risk,High Risk,Medium Risk,Low Risk,125,At-Risk,1,$0 
CA5400538,ACCELERATED CHARTER HIGH SCHOOL,TULARE,DISTRICT 24 - TULARE,No Risk,High Risk,No Risk,No Risk,192,Not At-Risk,1,$0 
CA5400542,DUCOR CSD,TULARE,DISTRICT 24 - TULARE,Low Risk,Medium Risk,Medium Risk,Low Risk,616,Not At-Risk,1,$0 
CA5400544,ALLENSWORTH CSD,TULARE,DISTRICT 24 - TULARE,High Risk,High Risk,High Risk,High Risk,531,Failing,1,"$4,817,503 "
CA5400550,SEVILLE WATER COMPANY,TULARE,DISTRICT 24 - TULARE,Low Risk,High Risk,High Risk,Low Risk,691,Failing,1,"$9,789,381 "
CA5400553,DEL ORO TRAVER DISTRICT,TULARE,DISTRICT 12 - VISALIA,High Risk,Medium Risk,High Risk,No Risk,657,Failing,1,$0 
CA5400556,RIVER RETREAT MUTUAL WATER COMPANY,TULARE,DISTRICT 24 - TULARE,No Risk,High Risk,Medium Risk,Low Risk,40,Potentially At-Risk,1,$0 
CA5400558,SAUCELITO ELEMENTARY SCHOOL,TULARE,DISTRICT 24 - TULARE,High Risk,Medium Risk,Low Risk,No Risk,87,At-Risk,1,"$2,585,971 "
CA5400567,TOOLEVILLE MUTUAL NON PROFIT WATER ASSN,TULARE,DISTRICT 24 - TULARE,High Risk,High Risk,Medium Risk,Low Risk,340,Failing,1,$0 
CA5400602,EAGLE'S NEST RESORT,TULARE,DISTRICT 24 - TULARE,No Risk,High Risk,Medium Risk,Low Risk,60,Potentially At-Risk,1,$0 
CA5400604,MOUNTAIN VIEW DUPLEXES,TULARE,DISTRICT 24 - TULARE,No Risk,High Risk,Medium Risk,Medium Risk,103,At-Risk,1,$0 
CA5400616,LEMON COVE WATER COMPANY,TULARE,DISTRICT 24 - TULARE,High Risk,High Risk,No Risk,Low Risk,109,Failing,1,"$429,046 "
CA5400620,GRAND VIEW SCHOOL,TULARE,DISTRICT 24 - TULARE,No Risk,High Risk,Medium Risk,No Risk,400,Potentially At-Risk,1,$0 
CA5400624,KINGS RIVER ELEMENTARY SCHOOL,TULARE,DISTRICT 24 - TULARE,No Risk,High Risk,Medium Risk,No Risk,500,Potentially At-Risk,1,$0 
CA5400631,LINNELL FARM LABOR CENTER,TULARE,DISTRICT 24 - TULARE,No Risk,Medium Risk,Low Risk,Medium Risk,694,Not At-Risk,1,$0 
CA5400641,TEVISTON COMMUNITY SERVICES DISTRICT,TULARE,DISTRICT 24 - TULARE,High Risk,High Risk,High Risk,Low Risk,383,Failing,1,"$451,582 "
CA5400647,YOKOHL MUTUAL WATER CO,TULARE,DISTRICT 24 - TULARE,High Risk,High Risk,No Risk,High Risk,95,Failing,1,$0 
CA5400660,LAKE SUCCESS MOBILE LODGE,TULARE,DISTRICT 24 - TULARE,High Risk,High Risk,High Risk,Low Risk,75,At-Risk,1,$0 
CA5400665,DEL ORO RIVER ISLAND SERV TERR #1,TULARE,DISTRICT 12 - VISALIA,High Risk,High Risk,High Risk,No Risk,"1,280",Failing,1,"$8,784,172 "
CA5400666,DEL ORO GRANDVIEW GARDENS DISTRICT,TULARE,DISTRICT 24 - TULARE,High Risk,High Risk,No Risk,No Risk,323,Failing,1,"$2,793,492 "
CA5400670,TRIPLE R MUTUAL WATER CO,TULARE,DISTRICT 24 - TULARE,High Risk,No Risk,Low Risk,Low Risk,408,At-Risk,1,$0 
CA5400682,PLAINVIEW MWC - CENTRAL WATER,TULARE,DISTRICT 12 - VISALIA,High Risk,High Risk,Medium Risk,Low Risk,138,Failing,1,"$224,135 "
CA5400704,THREE RIVERS ELEMENTARY SCHOOL,TULARE,DISTRICT 24 - TULARE,High Risk,High Risk,No Risk,No Risk,180,Failing,1,$0 
CA5400709,SEQUOIA UNION ELEMENTARY SCHOOL,TULARE,DISTRICT 24 - TULARE,No Risk,High Risk,No Risk,No Risk,400,Not At-Risk,1,$0 
CA5400710,BADGER HILL ESTATES,TULARE,DISTRICT 24 - TULARE,No Risk,Medium Risk,No Risk,No Risk,278,Not At-Risk,1,$0 
CA5400711,SIERRA VIEW JR ACADEMY,TULARE,DISTRICT 24 - TULARE,High Risk,High Risk,No Risk,No Risk,115,Failing,1,$0 
CA5400713,OAK VALLEY SCHOOL,TULARE,DISTRICT 24 - TULARE,High Risk,High Risk,Low Risk,No Risk,570,At-Risk,1,$0 
CA5400714,SUNDALE UNION SCHOOL,TULARE,DISTRICT 24 - TULARE,Medium Risk,High Risk,No Risk,No Risk,930,At-Risk,1,$0 
CA5400718,WILLIAMS MUTUAL  WATER COMPANY,TULARE,DISTRICT 24 - TULARE,Low Risk,High Risk,High Risk,Low Risk,165,At-Risk,1,$0 
CA5400728,GRIER MUTUAL WATER COMPANY,TULARE,DISTRICT 24 - TULARE,No Risk,No Risk,Medium Risk,Low Risk,98,Not At-Risk,1,$0 
CA5400732,PIERPOINT SPRINGS WATER CO.,TULARE,DISTRICT 24 - TULARE,No Risk,Low Risk,Medium Risk,Low Risk,46,Not At-Risk,1,$0 
CA5400744,EAST THREE RIVERS MUTUAL WATER CORP,TULARE,DISTRICT 24 - TULARE,Medium Risk,High Risk,No Risk,High Risk,40,At-Risk,1,$0 
CA5400754,SOUTH KAWEAH MUTUAL WATER COMPANY,TULARE,DISTRICT 24 - TULARE,High Risk,Low Risk,No Risk,Low Risk,384,Failing,1,$0 
CA5400767,DEL ORO EAST PLANO DISTRICT,TULARE,DISTRICT 24 - TULARE,No Risk,High Risk,High Risk,No Risk,46,At-Risk,1,"$2,793,492 "
CA5400769,FOOTHILL APARTMENTS,TULARE,DISTRICT 24 - TULARE,High Risk,High Risk,Medium Risk,Low Risk,41,At-Risk,1,$0 
CA5400792,WOODVILLE FARM LABOR CENTER,TULARE,DISTRICT 24 - TULARE,High Risk,High Risk,Medium Risk,Medium Risk,650,Failing,1,$0 
CA5400795,WAUKENA ELEMENTARY SCHOOL,TULARE,DISTRICT 24 - TULARE,High Risk,High Risk,Low Risk,No Risk,220,Failing,1,"$2,527,000 "
CA5400805,SOULTS MUTUAL WATER COMPANY,TULARE,DISTRICT 12 - VISALIA,No Risk,High Risk,High Risk,Low Risk,110,At-Risk,1,"$3,684,196 "
CA5400816,BEDEL MUTUAL WATER COMPANY,TULARE,DISTRICT 24 - TULARE,No Risk,Medium Risk,No Risk,Medium Risk,155,Not At-Risk,1,$0 
CA5400819,MOUNTAIN VIEW MHP,TULARE,DISTRICT 24 - TULARE,No Risk,High Risk,No Risk,Medium Risk,44,Potentially At-Risk,1,$0 
CA5400824,SULTANA COMMUNITY SERVICES DISTRICT,TULARE,DISTRICT 24 - TULARE,Low Risk,Medium Risk,High Risk,Low Risk,983,At-Risk,1,"$4,295,241 "
CA5400850,PACKWOOD SCHOOL,TULARE,DISTRICT 12 - VISALIA,High Risk,High Risk,No Risk,No Risk,105,Failing,1,$0 
CA5400875,VILLAGE APARTMENTS,TULARE,DISTRICT 24 - TULARE,No Risk,High Risk,No Risk,Low Risk,33,Potentially At-Risk,1,$0 
CA5400880,THE LAKES ASSOCIATION,TULARE,DISTRICT 24 - TULARE,Low Risk,Medium Risk,No Risk,Low Risk,495,Not At-Risk,1,$0 
CA5400881,SUNRISE MUTUAL WATER CO.,TULARE,DISTRICT 24 - TULARE,No Risk,Medium Risk,Low Risk,No Risk,109,Not At-Risk,1,$0 
CA5400882,PLEASANT VIEW  WEST SCHOOL,TULARE,DISTRICT 24 - TULARE,High Risk,High Risk,Medium Risk,No Risk,220,Failing,1,$0 
CA5400884,ROCKFORD SCHOOL,TULARE,DISTRICT 24 - TULARE,No Risk,High Risk,Medium Risk,No Risk,321,Potentially At-Risk,1,$0 
